Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S312854498,Turkey Vulture,Cathartes aura,7815,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,06:13 PM,eBird - Traveling Count,65,0,2.38,,1
S281346134,Cooper's Hawk,Astur cooperii,8278,1,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-25,05:06 PM,eBird - Traveling Count,24,0,.906,,2
S302546158,Bald Eagle,Haliaeetus leucocephalus,8367,1,US-TX,Harris,L58916753,"12301–12331 John F Kennedy Blvd, Houston US-TX 29.90253, -95.33249",29.902526,-95.332492,2026-02-20,05:55 PM,eBird - Casual Observation,,0,,,1
S276172030,Mississippi Kite,Ictinia mississippiensis,8388,1,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-09-28,05:12 PM,eBird - Traveling Count,30,0,.984,,2
S300057008,Red-shouldered Hawk,Buteo lineatus,8487,X,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57 AM,eBird - Traveling Count,32,0,1.035,,2
S292237383,Red-shouldered Hawk,Buteo lineatus,8487,1,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-01-03,04:19 PM,eBird - Traveling Count,44,0,1.492,,2
S298682402,Red-shouldered Hawk,Buteo lineatus,8487,1,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-02-07,12:05 PM,eBird - Traveling Count,66,0,3.567,,2
S312854498,Red-shouldered Hawk,Buteo lineatus,8487,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,06:13 PM,eBird - Traveling Count,65,0,2.38,,1
S314159734,Red-shouldered Hawk,Buteo lineatus,8487,X,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,05:57 PM,eBird - Traveling Count,116,0,5.157,,2
S314158536,Barred Owl,Strix varia,9219,X,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-28,08:42 PM,eBird - Casual Observation,,0,,,2
S286423340,Belted Kingfisher,Megaceryle alcyon,10306,1,US-TX,Bandera,L55523150,Pipe Creek (Private),29.698248,-98.973629,2025-11-27,03:00 PM,eBird - Stationary Count,60,0,,,2
S286423340,Yellow-bellied Sapsucker,Sphyrapicus varius,11126,1,US-TX,Bandera,L55523150,Pipe Creek (Private),29.698248,-98.973629,2025-11-27,03:00 PM,eBird - Stationary Count,60,0,,,2
S282851268,Yellow-bellied Sapsucker,Sphyrapicus varius,11126,1,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2025-11-04,08:10 AM,eBird - Casual Observation,,0,,,1
S269003690,Red-headed Woodpecker,Melanerpes erythrocephalus,11145,1,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2025-08-23,10:07 AM,eBird - Traveling Count,41,0,.964,,2
S300057008,Golden-fronted Woodpecker,Melanerpes aurifrons,11183,X,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57 AM,eBird - Traveling Count,32,0,1.035,,2
S312570745,Red-bellied Woodpecker,Melanerpes carolinus,11199,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,06:35 PM,eBird - Traveling Count,60,0,1.609,,1
S312854498,Red-bellied Woodpecker,Melanerpes carolinus,11199,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,06:13 PM,eBird - Traveling Count,65,0,2.38,,1
S309883569,Red-bellied Woodpecker,Melanerpes carolinus,11199,X,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22 AM,eBird - Traveling Count,21,0,.491,,2
S312570745,Downy Woodpecker,Dryobates pubescens,11400,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,06:35 PM,eBird - Traveling Count,60,0,1.609,,1
S311655274,Downy Woodpecker,Dryobates pubescens,11400,X,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38 AM,eBird - Traveling Count,68,0,1.664,,2
S314159734,Downy Woodpecker,Dryobates pubescens,11400,X,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,05:57 PM,eBird - Traveling Count,116,0,5.157,,2
S269003690,Pileated Woodpecker,Dryocopus pileatus,11762,1,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2025-08-23,10:07 AM,eBird - Traveling Count,41,0,.964,,2
S314516825,Pileated Woodpecker,Dryocopus pileatus,11762,X,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,02:45 PM,eBird - Traveling Count,61,0,1.752,,2
S314159734,Pileated Woodpecker,Dryocopus pileatus,11762,X,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,05:57 PM,eBird - Traveling Count,116,0,5.157,,2
S286423340,Eastern Phoebe,Sayornis phoebe,17007,2,US-TX,Bandera,L55523150,Pipe Creek (Private),29.698248,-98.973629,2025-11-27,03:00 PM,eBird - Stationary Count,60,0,,,2
